,Member_number,Date,productId,items,productName,price,Category,order_id,gross_sales,Recency,Frequency,Monetary,Cluster
5427,4999,2015-01-24,1,2,tropical fruit,7.8,Fresh Food,5428,15.6,4,16,164.86,0
5428,4102,2015-11-03,8,3,beef,19.5,Fresh Food,5429,58.5,57,19,289.4,0
5429,3853,2015-07-04,12,3,fruit/vegetable juice,2.1,Beverages,5430,6.300000000000001,179,6,75.7,4
5430,2265,2015-06-13,9,2,frankfurter,5.5,Fresh Food,5431,11.0,96,14,93.85,2
5431,2452,2015-08-11,8,1,beef,19.5,Fresh Food,5432,19.5,141,11,129.16,4
5432,2829,2015-12-19,8,1,beef,19.5,Fresh Food,5433,19.5,11,10,71.9,2
5433,3926,2015-08-20,25,3,canned beer,1.1,Beverages,5434,3.3000000000000003,132,18,159.42,0
5434,3960,2015-10-21,25,2,canned beer,1.1,Beverages,5435,2.2,70,23,211.9,0
5435,3980,2015-09-16,5,2,rolls/buns,1.2,Bakery & Sweets,5436,2.4,105,11,48.3,2
5436,1116,2015-01-29,4,1,other vegetables,0.8,Fresh Food,5437,0.8,31,24,157.4,0
5437,2663,2015-10-21,19,1,sausage,3.1,Fresh Food,5438,3.1,70,27,208.82,0
5438,2164,2015-11-24,5,1,rolls/buns,1.2,Bakery & Sweets,5439,1.2,36,25,155.6,0
5439,3950,2015-05-12,18,2,yogurt,2.2,Dairy,5440,4.4,25,15,200.0,0
5440,1252,2015-04-13,23,1,pork,7.2,Fresh Food,5441,7.2,261,10,104.9,4
5441,4804,2015-12-27,1,1,tropical fruit,7.8,Fresh Food,5442,7.8,3,17,167.54,0
5442,4041,2015-09-07,5,3,rolls/buns,1.2,Bakery & Sweets,5443,3.5999999999999996,75,11,73.9,2
5443,1894,2015-08-04,21,1,hamburger meat,12.3,Fresh Food,5444,12.3,88,14,141.2,0
5444,4977,2015-08-20,3,1,pip fruit,3.0,Fresh Food,5445,3.0,132,9,72.85,4
5445,2171,2015-09-03,2,2,whole milk,1.8,Dairy,5446,3.6,118,18,187.5,0
5446,3417,2015-12-15,24,2,pastry,3.1,Bakery & Sweets,5447,6.2,15,8,34.3,2
5447,1175,2015-06-10,2,3,whole milk,1.8,Dairy,5448,5.4,183,19,222.36,0
5448,4946,2015-02-17,19,1,sausage,3.1,Fresh Food,5449,3.1,56,18,162.5,0
5449,4662,2015-06-27,25,3,canned beer,1.1,Beverages,5450,3.3000000000000003,43,16,83.74,2
5450,2869,2015-12-10,8,2,beef,19.5,Fresh Food,5451,39.0,20,14,117.1,2
5451,4053,2015-03-22,25,3,canned beer,1.1,Beverages,5452,3.3000000000000003,283,6,59.5,3
5452,4574,2015-11-30,9,2,frankfurter,5.5,Fresh Food,5453,11.0,30,21,135.9,0
5453,1110,2015-11-15,24,3,pastry,3.1,Bakery & Sweets,5454,9.3,40,18,155.9,0
5454,4700,2015-03-04,19,3,sausage,3.1,Fresh Food,5455,9.3,186,16,98.45,4
5455,2565,2015-04-29,1,1,tropical fruit,7.8,Fresh Food,5456,7.8,93,12,75.74,2
5456,2468,2015-03-13,2,3,whole milk,1.8,Dairy,5457,5.4,292,8,29.8,3
5457,4836,2015-11-13,19,1,sausage,3.1,Fresh Food,5458,3.1,47,19,242.0,0
5458,3504,2015-09-22,22,1,root vegetables,1.8,Fresh Food,5459,1.8,55,19,127.08,0
5459,1333,2015-04-03,36,1,frozen meals,9.7,Frozen & Processed Food,5460,9.7,99,18,145.5,0
5460,4039,2015-12-27,4,1,other vegetables,0.8,Fresh Food,5461,0.8,3,12,88.2,2
5461,2077,2015-05-15,10,3,chicken,7.2,Fresh Food,5462,21.6,229,15,170.9,4
5462,3519,2015-12-13,17,2,bottled water,0.5,Beverages,5463,1.0,17,13,76.2,2
5463,2989,2015-01-30,2,2,whole milk,1.8,Dairy,5464,3.6,334,12,84.7,3
5464,3737,2015-05-05,2,2,whole milk,1.8,Dairy,5465,3.6,18,33,229.58,0
5465,3558,2015-09-19,9,3,frankfurter,5.5,Fresh Food,5466,16.5,102,17,148.0,0
5466,3036,2015-07-13,8,1,beef,19.5,Fresh Food,5467,19.5,103,17,85.94,2
5467,3180,2015-07-03,19,2,sausage,3.1,Fresh Food,5468,6.2,72,36,251.45,0
5468,2978,2015-05-09,19,3,sausage,3.1,Fresh Food,5469,9.3,35,19,133.3,0
5469,3985,2015-10-23,65,1,candy,3.6,Bakery & Sweets,5470,3.6,68,15,69.6,2
5470,4903,2015-12-08,19,2,sausage,3.1,Fresh Food,5471,6.2,22,8,48.1,2
5471,2835,2015-10-09,7,1,citrus fruit,1.5,Fresh Food,5472,1.5,82,19,148.52,0
5472,3783,2015-06-22,19,2,sausage,3.1,Fresh Food,5473,6.2,191,23,148.0,4
5473,1486,2015-12-14,4,2,other vegetables,0.8,Fresh Food,5474,1.6,16,17,115.9,2
5474,4589,2015-10-08,19,2,sausage,3.1,Fresh Food,5475,6.2,22,16,179.9,0
5475,1132,2015-02-19,4,1,other vegetables,0.8,Fresh Food,5476,0.8,99,10,25.44,2
5476,4827,2015-11-27,25,3,canned beer,1.1,Beverages,5477,3.3000000000000003,33,14,108.7,2
5477,3361,2015-06-28,39,1,detergent,5.5,Household & Hygiene,5478,5.5,161,22,240.5,0
5478,4681,2015-09-11,7,2,citrus fruit,1.5,Fresh Food,5479,3.0,110,14,143.62,0
5479,4197,2015-10-26,8,1,beef,19.5,Fresh Food,5480,19.5,57,17,183.1,0
5480,3701,2015-01-22,4,3,other vegetables,0.8,Fresh Food,5481,2.4000000000000004,247,12,147.68,4
5481,4195,2015-10-01,50,1,bottled beer,1.8,Beverages,5482,1.8,90,10,74.76,2
5482,3429,2015-04-01,4,3,other vegetables,0.8,Fresh Food,5483,2.4000000000000004,184,18,171.52,4
5483,2430,2015-01-20,12,3,fruit/vegetable juice,2.1,Beverages,5484,6.300000000000001,344,12,98.4,3
5484,4330,2015-04-08,28,1,misc. beverages,1.2,Beverages,5485,1.2,191,18,188.9,4
5485,1783,2015-03-18,1,2,tropical fruit,7.8,Fresh Food,5486,15.6,176,18,126.24,4
5486,4025,2015-11-04,3,3,pip fruit,3.0,Fresh Food,5487,9.0,56,12,73.82,2
5487,3399,2015-07-19,19,1,sausage,3.1,Fresh Food,5488,3.1,164,15,69.26,4
5488,4766,2015-01-03,22,3,root vegetables,1.8,Fresh Food,5489,5.4,92,17,119.26,2
5489,3562,2015-08-13,108,2,zwieback,12.3,Snacks,5490,24.6,0,18,204.76,0
5490,2447,2015-01-21,10,1,chicken,7.2,Fresh Food,5491,7.2,2,21,204.0,0
5491,1396,2015-07-22,1,1,tropical fruit,7.8,Fresh Food,5492,7.8,161,8,106.52,4
5492,4633,2015-04-26,1,1,tropical fruit,7.8,Fresh Food,5493,7.8,135,14,133.8,4
5493,4695,2015-01-05,22,2,root vegetables,1.8,Fresh Food,5494,3.6,78,26,225.41,0
5494,1706,2015-08-14,25,3,canned beer,1.1,Beverages,5495,3.3000000000000003,138,14,155.0,0
5495,3872,2015-11-23,8,1,beef,19.5,Fresh Food,5496,19.5,37,30,301.33,0
5496,1444,2015-10-14,21,3,hamburger meat,12.3,Fresh Food,5497,36.900000000000006,1,20,163.32,0
5497,4753,2015-11-08,4,3,other vegetables,0.8,Fresh Food,5498,2.4000000000000004,52,23,301.1,0
5498,4580,2015-11-29,63,2,liquor (appetizer),11.2,Beverages,5499,22.4,31,8,124.02,2
5499,2516,2015-04-03,3,1,pip fruit,3.0,Fresh Food,5500,3.0,152,8,48.3,4
5500,2415,2015-08-08,44,3,newspapers,3.2,Specialty & Seasonal,5501,9.600000000000001,144,14,133.9,4
5501,3925,2015-03-25,30,1,turkey,12.5,Fresh Food,5502,12.5,280,8,63.72,3
5502,4996,2015-11-24,5,1,rolls/buns,1.2,Bakery & Sweets,5503,1.2,36,10,28.5,2
5503,4569,2015-07-27,19,2,sausage,3.1,Fresh Food,5504,6.2,156,12,125.14,4
5504,3509,2015-04-11,8,1,beef,19.5,Fresh Food,5505,19.5,175,14,156.6,4
5505,2252,2015-10-08,2,1,whole milk,1.8,Dairy,5506,1.8,83,21,134.57,0
5506,1634,2015-02-09,2,3,whole milk,1.8,Dairy,5507,5.4,27,19,107.3,2
5507,4112,2015-04-27,3,2,pip fruit,3.0,Fresh Food,5508,6.0,247,18,170.0,4
5508,4042,2015-08-08,57,1,meat,8.5,Fresh Food,5509,8.5,13,16,102.35,2
5509,4473,2015-06-26,21,3,hamburger meat,12.3,Fresh Food,5510,36.900000000000006,114,14,177.5,0
5510,3878,2015-04-30,68,2,photo/film,11.9,Household & Hygiene,5511,23.8,155,16,133.0,4
5511,2266,2015-09-30,4,2,other vegetables,0.8,Fresh Food,5512,1.6,91,9,86.3,2
5512,3304,2015-11-30,22,3,root vegetables,1.8,Fresh Food,5513,5.4,30,10,80.3,2
5513,3757,2015-02-04,4,3,other vegetables,0.8,Fresh Food,5514,2.4000000000000004,189,18,88.55,4
5514,3440,2015-12-21,7,3,citrus fruit,1.5,Fresh Food,5515,4.5,9,6,63.9,2
5515,4328,2015-02-04,8,3,beef,19.5,Fresh Food,5516,58.5,123,12,236.0,0
5516,3737,2015-12-06,9,3,frankfurter,5.5,Fresh Food,5517,16.5,18,33,229.58,0
5517,3948,2015-06-15,29,1,ham,15.2,Fresh Food,5518,15.2,198,15,147.02,4
5518,3682,2015-03-05,38,1,soda,0.8,Beverages,5519,0.8,79,19,158.98,0
5519,2827,2015-10-31,50,2,bottled beer,1.8,Beverages,5520,3.6,60,8,49.22,2
5520,2650,2015-10-05,38,1,soda,0.8,Beverages,5521,0.8,38,16,193.71,0
5521,1360,2015-12-16,30,1,turkey,12.5,Fresh Food,5522,12.5,14,16,195.2,0
5522,3679,2015-12-23,23,1,pork,7.2,Fresh Food,5523,7.2,7,21,132.39,0
5523,4137,2015-03-07,7,3,citrus fruit,1.5,Fresh Food,5524,4.5,4,26,254.04,0
5524,4235,2015-12-19,40,2,grapes,9.4,Fresh Food,5525,18.8,11,19,211.84,0
5525,3193,2015-01-31,4,2,other vegetables,0.8,Fresh Food,5526,1.6,333,13,90.6,3
5526,1332,2015-12-02,22,2,root vegetables,1.8,Fresh Food,5527,3.6,28,15,64.1,2
5527,4821,2015-11-28,1,2,tropical fruit,7.8,Fresh Food,5528,15.6,32,14,97.59,2
5528,1837,2015-07-09,5,1,rolls/buns,1.2,Bakery & Sweets,5529,1.2,174,12,87.75,4
5529,3665,2015-09-23,7,1,citrus fruit,1.5,Fresh Food,5530,1.5,98,8,73.96,2
5530,2659,2015-05-08,18,3,yogurt,2.2,Dairy,5531,6.6000000000000005,22,16,172.97,0
5531,1322,2015-01-09,10,2,chicken,7.2,Fresh Food,5532,14.4,72,15,140.64,0
5532,1599,2015-05-29,1,1,tropical fruit,7.8,Fresh Food,5533,7.8,78,14,79.44,2
5533,2933,2015-04-06,1,1,tropical fruit,7.8,Fresh Food,5534,7.8,268,8,56.8,4
5534,3963,2015-02-21,4,3,other vegetables,0.8,Fresh Food,5535,2.4000000000000004,104,14,134.25,0
5535,4178,2015-06-03,70,3,margarine,3.5,Pantry Staples,5536,10.5,47,20,113.15,2
5536,1052,2015-10-27,23,3,pork,7.2,Fresh Food,5537,21.6,64,27,271.9,0
5537,4693,2015-08-18,9,1,frankfurter,5.5,Fresh Food,5538,5.5,134,18,105.39,4
5538,1329,2015-02-02,29,1,ham,15.2,Fresh Food,5539,15.2,221,16,146.6,4
5539,3128,2015-06-13,60,3,cream cheese,6.3,Dairy,5540,18.9,122,17,129.8,0
5540,1175,2015-06-30,17,2,bottled water,0.5,Beverages,5541,1.0,183,19,222.36,0
5541,2211,2015-03-31,25,3,canned beer,1.1,Beverages,5542,3.3000000000000003,31,13,74.3,2
5542,2093,2015-06-12,33,3,frozen potato products,3.0,Frozen & Processed Food,5543,9.0,201,16,159.3,4
5543,4284,2015-10-14,3,3,pip fruit,3.0,Fresh Food,5544,9.0,77,10,62.3,2
5544,4449,2015-03-30,7,3,citrus fruit,1.5,Fresh Food,5545,4.5,275,10,78.0,3
5545,4269,2015-04-01,9,1,frankfurter,5.5,Fresh Food,5546,5.5,273,10,99.7,4
5546,1962,2015-04-05,4,2,other vegetables,0.8,Fresh Food,5547,1.6,205,10,70.8,4
5547,2250,2015-10-04,10,3,chicken,7.2,Fresh Food,5548,21.6,76,8,73.4,2
5548,1743,2015-11-13,3,2,pip fruit,3.0,Fresh Food,5549,6.0,47,14,86.6,2
5549,1583,2015-07-28,9,2,frankfurter,5.5,Fresh Food,5550,11.0,37,21,164.05,0
5550,4295,2015-10-26,36,2,frozen meals,9.7,Frozen & Processed Food,5551,19.4,65,11,98.7,2
5551,1183,2015-06-29,22,3,root vegetables,1.8,Fresh Food,5552,5.4,184,16,97.6,4
5552,2729,2015-03-21,8,1,beef,19.5,Fresh Food,5553,19.5,97,18,236.3,0
5553,4035,2015-08-03,19,3,sausage,3.1,Fresh Food,5554,9.3,149,13,63.6,4
5554,1608,2015-08-06,2,2,whole milk,1.8,Dairy,5555,3.6,47,18,170.12,0
5555,1793,2015-07-03,8,2,beef,19.5,Fresh Food,5556,39.0,26,25,345.1,0
5556,2210,2015-07-09,23,1,pork,7.2,Fresh Food,5557,7.2,96,19,277.35,0
5557,1885,2015-07-03,97,3,artif. sweetener,2.1,Pantry Staples,5558,6.300000000000001,5,11,78.5,2
5558,1078,2015-10-28,9,2,frankfurter,5.5,Fresh Food,5559,11.0,63,7,50.0,2
5559,1016,2015-09-30,5,1,rolls/buns,1.2,Bakery & Sweets,5560,1.2,86,11,104.7,2
5560,3077,2015-05-29,25,2,canned beer,1.1,Beverages,5561,2.2,121,17,148.01,0
5561,3551,2015-05-01,129,1,mayonnaise,1.8,Specialty & Seasonal,5562,1.8,159,9,60.7,4
5562,1158,2015-10-17,5,1,rolls/buns,1.2,Bakery & Sweets,5563,1.2,74,11,49.1,2
5563,2443,2015-06-20,19,3,sausage,3.1,Fresh Food,5564,9.3,45,21,241.7,0
5564,1395,2015-01-15,59,2,hard cheese,4.5,Dairy,5565,9.0,79,23,174.64,0
5565,2454,2015-11-10,9,3,frankfurter,5.5,Fresh Food,5566,16.5,50,20,143.1,0
5566,3472,2015-04-30,9,2,frankfurter,5.5,Fresh Food,5567,11.0,244,12,148.8,4
5567,3547,2015-11-28,17,3,bottled water,0.5,Beverages,5568,1.5,32,19,157.69,0
5568,1038,2015-02-21,19,2,sausage,3.1,Fresh Food,5569,6.2,16,19,214.2,0
5569,3915,2015-09-11,2,3,whole milk,1.8,Dairy,5570,5.4,91,31,192.63,0
5570,2719,2015-04-19,7,1,citrus fruit,1.5,Fresh Food,5571,1.5,214,14,98.0,4
5571,2234,2015-12-23,23,2,pork,7.2,Fresh Food,5572,14.4,6,21,166.0,0
5572,1565,2015-12-14,54,2,condensed milk,3.5,Dairy,5573,7.0,16,19,234.79,0
5573,1328,2015-03-24,19,1,sausage,3.1,Fresh Food,5574,3.1,281,10,88.82,3
5574,3398,2015-01-18,20,3,brown bread,0.8,Bakery & Sweets,5575,2.4000000000000004,294,11,154.3,3
5575,3687,2015-02-12,2,2,whole milk,1.8,Dairy,5576,3.6,8,19,136.09,0
5576,1572,2015-05-23,9,2,frankfurter,5.5,Fresh Food,5577,11.0,100,20,182.1,0
5577,3460,2015-11-24,69,3,domestic eggs,1.25,Fresh Food,5578,3.75,36,16,123.5,2
5578,2352,2015-05-05,19,1,sausage,3.1,Fresh Food,5579,3.1,239,6,53.09,4
5579,4816,2015-07-31,4,3,other vegetables,0.8,Fresh Food,5580,2.4000000000000004,152,2,3.2,4
5580,1152,2015-07-19,23,3,pork,7.2,Fresh Food,5581,21.6,164,8,83.05,4
5581,1120,2015-06-11,4,3,other vegetables,0.8,Fresh Food,5582,2.4000000000000004,95,17,144.39,0
5582,4258,2015-07-18,9,2,frankfurter,5.5,Fresh Food,5583,11.0,19,13,130.7,0
5583,4336,2015-09-10,8,1,beef,19.5,Fresh Food,5584,19.5,81,15,122.5,0
5584,1395,2015-08-25,23,1,pork,7.2,Fresh Food,5585,7.2,79,23,174.64,0
5585,3581,2015-09-24,83,3,white bread,0.3,Bakery & Sweets,5586,0.8999999999999999,5,20,176.2,0
5586,1762,2015-07-01,51,2,dessert,1.15,Bakery & Sweets,5587,2.3,182,4,11.0,4
5587,2659,2015-12-08,3,3,pip fruit,3.0,Fresh Food,5588,9.0,22,16,172.97,0
5588,4120,2015-01-17,19,2,sausage,3.1,Fresh Food,5589,6.2,19,11,108.6,2
5589,2420,2015-03-08,9,2,frankfurter,5.5,Fresh Food,5590,11.0,94,10,70.0,2
5590,2816,2015-09-30,10,2,chicken,7.2,Fresh Food,5591,14.4,80,24,116.3,2
5591,1711,2015-02-26,10,2,chicken,7.2,Fresh Food,5592,14.4,38,19,163.66,0
5592,2884,2015-12-28,4,1,other vegetables,0.8,Fresh Food,5593,0.8,2,8,84.45,2
5593,4153,2015-06-13,88,2,house keeping products,8.5,Household & Hygiene,5594,17.0,156,22,163.0,4
5594,2184,2015-05-11,23,2,pork,7.2,Fresh Food,5595,14.4,23,24,241.86,0
5595,4381,2015-09-30,105,3,bathroom cleaner,5.8,Household & Hygiene,5596,17.4,91,6,64.3,2
5596,2920,2015-03-27,49,3,beverages,1.1,Beverages,5597,3.3000000000000003,80,11,60.3,2
5597,3967,2015-01-21,11,1,butter,3.2,Dairy,5598,3.2,37,16,119.99,2
5598,3135,2015-03-13,19,3,sausage,3.1,Fresh Food,5599,9.3,157,6,34.22,4
5599,3459,2015-08-05,25,2,canned beer,1.1,Beverages,5600,2.2,147,9,68.4,4
5600,2868,2015-01-09,72,3,salt,0.7,Pantry Staples,5601,2.0999999999999996,26,21,163.9,0
5601,2989,2015-01-06,8,1,beef,19.5,Fresh Food,5602,19.5,334,12,84.7,3
5602,1440,2015-09-06,71,3,shopping bags,5.12,Household & Hygiene,5603,15.36,24,12,102.6,2
5603,2796,2015-05-19,45,3,curd,9.8,Dairy,5604,29.400000000000002,74,12,69.0,2
5604,1074,2015-10-16,12,1,fruit/vegetable juice,2.1,Beverages,5605,2.1,75,10,71.96,2
5605,2565,2015-09-28,19,1,sausage,3.1,Fresh Food,5606,3.1,93,12,75.74,2
5606,1197,2015-01-16,19,2,sausage,3.1,Fresh Food,5607,6.2,38,18,153.6,0
5607,1971,2015-08-16,19,3,sausage,3.1,Fresh Food,5608,9.3,103,8,120.55,0
5608,3327,2015-03-26,40,2,grapes,9.4,Fresh Food,5609,18.8,240,14,78.53,4
5609,1168,2015-03-06,9,3,frankfurter,5.5,Fresh Food,5610,16.5,299,9,86.6,3
5610,2814,2015-09-18,26,3,berries,10.8,Fresh Food,5611,32.400000000000006,70,17,152.42,0
5611,3298,2015-05-26,7,2,citrus fruit,1.5,Fresh Food,5612,3.0,218,10,122.7,4
5612,3728,2015-11-12,25,3,canned beer,1.1,Beverages,5613,3.3000000000000003,48,13,102.35,2
5613,2116,2015-08-29,25,3,canned beer,1.1,Beverages,5614,3.3000000000000003,123,4,12.1,2
5614,1139,2015-01-19,1,3,tropical fruit,7.8,Fresh Food,5615,23.4,345,9,72.8,3
5615,2463,2015-12-26,2,1,whole milk,1.8,Dairy,5616,1.8,4,6,19.2,2
5616,2978,2015-06-27,2,2,whole milk,1.8,Dairy,5617,3.6,35,19,133.3,0
5617,4525,2015-10-07,4,1,other vegetables,0.8,Fresh Food,5618,0.8,84,15,129.4,0
5618,1213,2015-09-14,7,2,citrus fruit,1.5,Fresh Food,5619,3.0,107,13,123.7,0
5619,4332,2015-11-24,23,2,pork,7.2,Fresh Food,5620,14.4,36,4,30.25,2
5620,1729,2015-12-15,8,3,beef,19.5,Fresh Food,5621,58.5,15,15,174.7,0
5621,1695,2015-02-04,57,2,meat,8.5,Fresh Food,5622,17.0,329,2,20.6,3
5622,3503,2015-11-29,25,1,canned beer,1.1,Beverages,5623,1.1,31,2,4.1,2
5623,3686,2015-01-06,2,1,whole milk,1.8,Dairy,5624,1.8,123,9,90.4,2
5624,4264,2015-05-11,31,1,curd cheese,9.2,Dairy,5625,9.2,233,9,60.9,4
5625,1545,2015-02-28,7,2,citrus fruit,1.5,Fresh Food,5626,3.0,74,7,36.8,2
5626,3195,2015-07-08,141,1,cooking chocolate,7.2,Bakery & Sweets,5627,7.2,175,6,46.7,4
5627,1409,2015-02-17,2,2,whole milk,1.8,Dairy,5628,3.6,155,6,37.06,4
5628,2800,2015-06-21,35,1,sugar,1.2,Bakery & Sweets,5629,1.2,89,13,78.15,2
5629,4453,2015-07-27,10,1,chicken,7.2,Fresh Food,5630,7.2,129,18,158.6,0
5630,4820,2015-01-18,7,2,citrus fruit,1.5,Fresh Food,5631,3.0,23,18,133.8,0
5631,3716,2015-10-08,19,1,sausage,3.1,Fresh Food,5632,3.1,50,9,70.4,2
5632,3270,2015-05-15,2,3,whole milk,1.8,Dairy,5633,5.4,229,2,6.9,4
5633,3410,2015-01-16,2,2,whole milk,1.8,Dairy,5634,3.6,62,14,142.24,0
5634,3651,2015-10-16,5,2,rolls/buns,1.2,Bakery & Sweets,5635,2.4,75,21,213.56,0
5635,2049,2015-01-06,23,2,pork,7.2,Fresh Food,5636,14.4,84,9,95.3,2
5636,3507,2015-08-27,22,3,root vegetables,1.8,Fresh Food,5637,5.4,50,18,144.4,0
5637,3184,2015-11-20,7,2,citrus fruit,1.5,Fresh Food,5638,3.0,40,14,85.2,2
5638,2648,2015-01-29,7,1,citrus fruit,1.5,Fresh Food,5639,1.5,52,13,152.7,0
5639,1566,2015-02-24,2,1,whole milk,1.8,Dairy,5640,1.8,41,21,145.76,0
5640,4105,2015-02-05,23,1,pork,7.2,Fresh Food,5641,7.2,27,10,96.5,2
5641,3537,2015-01-25,7,2,citrus fruit,1.5,Fresh Food,5642,3.0,97,13,104.4,2
5642,2300,2015-08-05,9,1,frankfurter,5.5,Fresh Food,5643,5.5,102,10,107.3,2
5643,3794,2015-01-04,7,2,citrus fruit,1.5,Fresh Food,5644,3.0,34,11,122.4,2
5644,3756,2015-07-11,19,1,sausage,3.1,Fresh Food,5645,3.1,28,10,80.7,2
5645,4197,2015-02-06,10,3,chicken,7.2,Fresh Food,5646,21.6,57,17,183.1,0
5646,4661,2015-05-10,4,3,other vegetables,0.8,Fresh Food,5647,2.4000000000000004,234,17,139.1,4
5647,3738,2015-12-30,66,3,onions,1.3,Fresh Food,5648,3.9000000000000004,0,10,35.2,2
5648,4567,2015-10-02,21,3,hamburger meat,12.3,Fresh Food,5649,36.900000000000006,89,12,134.0,0
5649,2831,2015-01-06,9,2,frankfurter,5.5,Fresh Food,5650,11.0,358,9,52.2,3
5650,4841,2015-06-09,25,1,canned beer,1.1,Beverages,5651,1.1,13,11,46.9,2
5651,1776,2015-04-15,17,3,bottled water,0.5,Beverages,5652,1.5,259,14,109.3,4
5652,1364,2015-07-31,38,2,soda,0.8,Beverages,5653,1.6,152,8,35.4,4
5653,1926,2015-10-16,30,3,turkey,12.5,Fresh Food,5654,37.5,75,6,65.0,2
5654,3496,2015-09-22,5,3,rolls/buns,1.2,Bakery & Sweets,5655,3.5999999999999996,99,10,50.9,2
5655,1498,2015-10-28,75,2,frozen vegetables,2.5,Frozen & Processed Food,5656,5.0,63,8,56.1,2
5656,4436,2015-12-23,4,2,other vegetables,0.8,Fresh Food,5657,1.6,7,2,24.1,2
5657,4098,2015-02-06,23,1,pork,7.2,Fresh Food,5658,7.2,327,11,90.1,3
5658,4707,2015-02-11,38,1,soda,0.8,Beverages,5659,0.8,322,4,10.7,3
5659,4358,2015-06-11,30,3,turkey,12.5,Fresh Food,5660,37.5,54,6,107.3,2
5660,3290,2015-05-29,19,3,sausage,3.1,Fresh Food,5661,9.3,215,2,10.9,4
5661,1940,2015-06-04,2,1,whole milk,1.8,Dairy,5662,1.8,42,11,204.15,0
5662,3363,2015-08-18,44,1,newspapers,3.2,Specialty & Seasonal,5663,3.2,1,13,84.5,2
5663,1782,2015-08-01,27,2,coffee,8.5,Beverages,5664,17.0,81,13,164.2,0
5664,2756,2015-11-23,21,1,hamburger meat,12.3,Fresh Food,5665,12.3,37,10,97.9,2
5665,4379,2015-10-01,30,1,turkey,12.5,Fresh Food,5666,12.5,90,4,17.6,2
5666,4686,2015-10-08,19,3,sausage,3.1,Fresh Food,5667,9.3,48,13,68.3,2
5667,1230,2015-04-06,2,1,whole milk,1.8,Dairy,5668,1.8,41,14,67.65,2
5668,2918,2015-07-19,19,3,sausage,3.1,Fresh Food,5669,9.3,19,21,252.6,0
5669,4604,2015-12-09,4,1,other vegetables,0.8,Fresh Food,5670,0.8,21,4,62.3,2
5670,4489,2015-11-19,71,2,shopping bags,5.12,Household & Hygiene,5671,10.24,41,8,67.94,2
5671,4408,2015-04-20,23,1,pork,7.2,Fresh Food,5672,7.2,254,9,45.92,4
5672,1846,2015-05-28,23,1,pork,7.2,Fresh Food,5673,7.2,31,12,62.5,2
5673,1658,2015-06-15,8,1,beef,19.5,Fresh Food,5674,19.5,118,12,113.3,2
5674,3046,2015-01-09,19,3,sausage,3.1,Fresh Food,5675,9.3,42,23,163.8,0
5675,4528,2015-10-13,2,2,whole milk,1.8,Dairy,5676,3.6,78,4,15.4,2
5676,1132,2015-09-22,38,1,soda,0.8,Beverages,5677,0.8,99,10,25.44,2
5677,2386,2015-12-05,25,3,canned beer,1.1,Beverages,5678,3.3000000000000003,25,12,83.0,2
5678,4741,2015-09-08,8,2,beef,19.5,Fresh Food,5679,39.0,96,17,113.0,2
5679,3971,2015-10-19,9,3,frankfurter,5.5,Fresh Food,5680,16.5,0,15,171.03,0
5680,3029,2015-02-14,4,3,other vegetables,0.8,Fresh Food,5681,2.4000000000000004,213,6,89.36,4
5681,2758,2015-02-06,4,2,other vegetables,0.8,Fresh Food,5682,1.6,41,20,212.9,0
5682,3969,2015-03-05,22,1,root vegetables,1.8,Fresh Food,5683,1.8,300,5,51.8,3
5683,2829,2015-10-29,3,3,pip fruit,3.0,Fresh Food,5684,9.0,11,10,71.9,2
5684,4573,2015-12-23,19,3,sausage,3.1,Fresh Food,5685,9.3,7,16,112.5,2
5685,4726,2015-07-08,4,1,other vegetables,0.8,Fresh Food,5686,0.8,175,8,62.4,4
5686,3929,2015-11-06,23,1,pork,7.2,Fresh Food,5687,7.2,54,9,37.74,2
5687,1286,2015-07-10,57,2,meat,8.5,Fresh Food,5688,17.0,140,16,124.45,4
5688,1648,2015-05-01,23,2,pork,7.2,Fresh Food,5689,14.4,243,10,89.0,4
5689,1544,2015-02-25,51,2,dessert,1.15,Bakery & Sweets,5690,2.3,308,9,74.16,3
5690,2925,2015-03-16,4,1,other vegetables,0.8,Fresh Food,5691,0.8,19,16,111.8,2
5691,1276,2015-11-23,54,3,condensed milk,3.5,Dairy,5692,10.5,37,13,101.5,2
5692,1908,2015-07-26,58,3,ice cream,1.8,Frozen & Processed Food,5693,5.4,157,20,180.64,0
5693,2519,2015-05-30,10,2,chicken,7.2,Fresh Food,5694,14.4,210,14,99.7,4
5694,3096,2015-07-07,22,1,root vegetables,1.8,Fresh Food,5695,1.8,130,7,48.3,4
5695,1001,2015-05-02,9,3,frankfurter,5.5,Fresh Food,5696,16.5,242,12,100.0,4
5696,4699,2015-03-29,21,2,hamburger meat,12.3,Fresh Food,5697,24.6,151,18,162.93,0
5697,1417,2015-09-18,64,3,UHT-milk,2.1,Dairy,5698,6.300000000000001,103,10,70.1,2
5698,4034,2015-08-29,9,3,frankfurter,5.5,Fresh Food,5699,16.5,47,6,44.7,2
5699,4711,2015-06-19,24,1,pastry,3.1,Bakery & Sweets,5700,3.1,104,8,53.55,2
5700,3584,2015-12-17,4,1,other vegetables,0.8,Fresh Food,5701,0.8,13,14,183.1,0
5701,2981,2015-12-03,66,3,onions,1.3,Fresh Food,5702,3.9000000000000004,27,9,43.8,2
